Trondheim N3031;Leangen 2024;Trondheim 2023;Trondheim ekstrem
14.68;11.00;16.70;12.60
14.18;9.90;16.40;12.00
13.63;9.20;16.00;11.80
13.23;8.40;15.50;12.30
12.93;7.90;15.20;12.30
12.68;7.60;14.50;12.40
12.58;7.70;15.10;12.20
12.33;7.70;14.90;12.00
12.28;8.10;14.40;12.00
12.38;9.10;15.70;12.10
12.58;10.10;16.10;12.50
12.78;10.60;16.90;13.00
13.53;11.40;17.70;14.40
13.93;12.10;17.90;14.70
14.28;12.40;18.20;15.10
14.38;12.20;19.20;16.20
15.03;12.20;18.40;16.60
15.33;12.20;18.40;17.10
15.13;12.00;18.90;17.60
14.73;11.40;17.90;17.20
14.38;11.10;17.50;17.20
13.68;10.90;16.50;16.50
13.03;10.40;15.20;15.30
12.43;9.50;14.40;14.50
12.33;8.60;13.80;13.80
11.93;7.70;13.70;14.60
11.53;7.30;13.20;14.00
11.58;6.70;13.10;13.50
11.28;6.30;12.80;13.50
10.93;6.00;12.70;13.50
11.23;6.30;12.60;13.20
11.58;7.50;11.90;13.60
12.03;8.90;13.00;13.70
12.33;10.40;16.00;14.00
12.98;11.80;15.90;14.50
13.83;13.10;15.30;14.90
14.58;14.20;15.70;15.20
15.08;15.10;17.20;15.30
15.53;15.90;17.50;16.20
15.63;16.40;17.20;17.10
16.13;16.60;17.10;17.70
16.58;16.70;14.80;18.00
17.08;16.60;13.70;17.50
16.88;16.10;13.10;18.50
16.28;15.30;12.50;17.20
15.13;14.20;12.10;16.40
14.33;13.10;11.70;16.20
13.98;12.30;11.40;14.60
13.68;11.60;11.00;14.40
13.28;10.90;10.80;14.00
12.88;10.80;10.70;13.80
12.38;10.70;10.80;13.20
12.13;10.70;10.70;13.40
11.98;10.60;10.70;13.30
12.03;10.80;10.70;13.90
11.88;11.50;10.80;14.00
12.33;12.30;10.90;13.90
13.13;13.30;11.10;14.60
13.58;14.20;11.40;15.20
13.63;15.20;12.20;18.40
13.68;16.00;12.80;20.00
13.93;16.60;14.30;23.20
14.33;17.00;14.00;23.20
14.73;17.40;14.40;23.60
14.88;17.50;15.00;24.50
14.13;17.60;15.40;23.90
13.73;17.50;15.60;23.40
13.33;17.20;14.40;22.80
12.88;16.60;14.50;22.10
13.08;15.90;14.20;21.10
13.03;15.30;13.70;19.70
13.18;14.40;12.30;17.60
13.08;13.90;11.70;16.30
13.08;13.30;11.80;15.70
13.28;12.90;12.00;16.00
13.43;12.40;12.10;16.90
13.23;12.20;12.20;16.20
13.08;12.10;11.90;16.00
13.23;12.30;11.60;16.80
13.28;13.00;11.70;16.70
13.28;13.50;12.40;17.40
13.33;14.00;13.00;19.00
13.23;14.60;13.20;18.80
13.33;14.90;13.90;19.60
13.43;15.10;14.60;20.40
13.58;16.10;15.60;20.80
13.73;16.70;17.80;20.00
13.78;17.10;17.00;20.60
13.48;17.90;18.60;20.40
13.18;18.30;19.00;20.60
13.48;18.50;15.60;21.00
13.33;18.70;16.00;20.40
13.18;18.60;15.20;18.90
13.23;18.10;15.10;18.10
12.88;17.40;14.30;17.30
12.63;15.80;14.00;16.10
12.63;14.20;13.40;15.90
12.63;12.50;13.00;15.60
12.63;11.00;12.90;15.30
12.68;9.40;11.60;15.10
12.63;8.50;11.60;14.50
12.68;7.80;11.40;14.40
12.63;7.90;11.80;13.90
12.23;8.80;11.40;14.30
12.48;9.90;12.90;15.20
12.93;11.10;14.80;15.60
12.48;12.30;16.30;16.00
12.33;13.40;17.90;17.10
12.18;14.30;17.00;17.30
12.08;15.20;18.30;19.00
11.78;16.00;19.50;20.40
11.63;16.60;22.40;20.90
11.58;17.00;21.00;22.00
11.28;17.10;21.00;22.70
11.28;17.00;20.60;23.10
11.08;16.60;20.90;21.70
10.93;15.80;19.00;21.70
10.63;14.80;17.70;21.10
10.68;13.70;16.40;20.20
10.73;12.50;17.60;19.10
10.73;11.30;17.20;19.20
10.63;10.00;16.10;19.90
10.48;9.70;16.60;20.40
10.78;9.30;16.00;21.50
10.58;9.10;15.20;20.60
10.08;8.90;15.10;20.10
10.03;9.10;14.70;18.90
10.08;10.20;14.60;19.20
10.53;11.60;15.40;18.70
10.98;13.20;16.40;18.20
11.68;14.80;17.50;17.80
12.68;16.40;17.80;17.70
12.83;17.90;18.70;19.00
12.98;19.10;16.90;17.90
13.58;20.20;16.70;17.90
14.13;21.00;18.60;17.70
14.23;21.50;17.70;17.10
14.13;21.70;15.30;16.20
13.73;21.50;17.80;16.70
13.13;20.90;17.00;16.30
12.33;20.00;16.30;14.80
11.48;18.80;15.00;14.00
10.63;17.60;15.10;13.40
10.08;15.80;14.70;13.10
10.18;14.00;13.80;13.10
9.53;12.10;13.30;13.00
8.83;10.70;13.20;12.30
8.78;9.10;13.70;12.10
8.33;8.20;12.90;12.30
7.88;7.60;12.90;12.20
8.08;7.60;13.00;12.40
8.38;8.60;13.40;12.60
9.58;9.80;13.60;12.60
11.48;11.20;13.90;13.10
12.73;12.70;14.20;13.80
13.73;14.10;14.50;15.10
14.38;15.30;15.80;14.50
14.93;16.50;16.30;15.80
15.28;17.30;17.00;15.40
15.43;18.00;17.30;16.30
15.68;18.30;18.10;16.50
15.88;18.40;18.70;16.50
15.73;18.20;18.20;16.40
15.38;17.60;17.50;16.30
14.58;16.70;16.90;15.50
13.58;15.60;16.90;14.50
12.73;14.40;16.40;11.70
12.23;12.80;15.90;10.50
11.78;11.20;15.70;9.70
11.73;9.60;15.40;9.70
11.43;8.80;15.40;9.20
10.48;8.00;15.10;9.10
10.53;7.50;14.80;8.50
10.68;7.10;14.60;9.30
10.63;7.10;14.20;9.30
11.28;8.20;14.30;10.90
13.18;9.60;14.30;12.20
14.33;11.10;14.10;13.40
15.38;12.80;14.00;15.60
16.28;14.30;13.80;17.50
19.13;15.70;13.50;18.30
20.53;17.00;13.90;20.10
21.38;17.90;14.60;22.00
21.13;18.60;15.00;23.30
20.73;19.00;14.90;24.30
20.48;19.10;14.60;24.50
19.53;18.80;14.30;25.10
18.63;18.10;14.10;24.60
17.58;17.10;13.70;24.10
16.88;15.90;13.30;22.60
15.93;14.60;12.60;21.30
14.98;14.00;12.50;20.90
14.48;13.30;12.10;20.40
14.18;12.70;12.00;15.90
14.43;12.70;11.40;15.60
14.23;12.70;11.80;14.70
13.78;12.70;11.10;15.70
13.18;12.60;10.70;15.60
13.08;12.70;10.70;14.40
13.13;13.60;11.70;15.90
13.63;14.80;13.10;17.50
14.43;16.10;13.30;18.40
15.13;17.50;13.70;18.30
15.98;18.80;14.40;19.00
16.98;20.00;14.40;19.70
17.18;21.10;14.90;21.50
16.68;21.90;15.90;21.50
17.33;22.50;16.10;22.30
18.23;22.90;16.80;22.80
18.03;23.00;16.90;23.30
17.43;22.90;16.70;23.40
16.68;22.30;16.20;22.70
16.18;21.50;16.00;21.80
15.48;20.60;14.60;20.00
14.93;19.60;12.40;19.40
14.53;18.70;11.70;17.80
14.33;17.90;10.80;17.60
14.53;17.00;9.70;17.00
15.03;16.40;9.30;16.20
15.78;15.70;8.50;16.40
15.68;15.30;8.30;15.50
15.48;15.00;7.70;17.10
16.13;15.00;7.70;14.10
16.28;15.80;9.50;15.80
16.48;16.90;10.40;17.20
16.83;18.10;12.70;18.20
17.38;19.40;13.90;19.90
17.83;20.60;15.40;20.20
18.88;21.80;16.90;19.60
20.18;22.70;18.00;21.10
21.08;23.50;19.10;21.20
19.28;23.90;20.00;20.50
19.48;24.20;21.30;20.60
19.98;24.30;22.00;20.00
19.33;24.10;21.80;19.10
14.83;23.60;22.20;18.60
13.38;22.80;21.10;17.90
13.58;21.90;19.30;16.80
13.53;21.00;18.70;16.70
12.93;19.90;19.30;15.80
12.88;18.80;14.30;15.60
12.78;17.80;13.90;15.30
12.28;17.10;13.70;14.60
12.43;16.40;15.80;14.50
12.78;16.00;15.10;14.20
12.98;15.80;15.80;13.70
12.63;15.90;15.30;11.90
13.18;16.70;15.80;13.10
13.33;17.70;17.40;14.60
13.43;18.80;19.60;15.80
14.18;20.10;20.20;16.60
13.83;21.40;20.90;18.30
13.58;22.50;21.50;20.00
14.63;23.30;22.30;21.50
15.93;24.10;23.60;22.70
16.78;24.60;24.50;23.40
16.48;24.90;24.60;23.50
15.98;25.00;24.30;23.60
14.88;24.80;23.90;23.70
14.63;24.40;23.50;23.20
14.38;23.70;22.60;22.20
13.68;22.90;21.10;20.60
13.33;22.10;20.30;19.90
12.98;20.70;20.60;19.10
12.68;19.30;19.70;18.10
12.48;17.90;19.60;17.70
12.68;16.60;18.90;15.70
12.23;15.30;18.10;15.50
12.13;14.60;17.30;13.60
12.13;14.10;17.60;15.10
11.68;14.00;18.10;15.50
11.93;14.80;18.10;15.70
12.48;16.00;18.40;16.70
12.78;17.30;18.40;15.70
12.78;18.70;18.50;14.00
12.48;20.10;18.40;14.00
13.88;21.30;17.40;13.70
14.28;22.30;17.30;13.70
15.08;23.10;17.60;13.70
15.83;23.70;17.20;14.10
14.43;24.10;17.30;14.00
14.03;24.10;17.10;13.70
13.73;23.90;16.80;13.40
13.23;23.30;16.30;13.80
12.78;22.40;16.30;12.70
12.73;21.40;16.20;12.50
12.48;20.40;15.90;12.20
12.43;18.40;15.70;11.30
12.38;16.40;15.50;9.80
12.28;14.50;14.80;10.00
12.33;12.90;15.00;9.70
12.43;11.30;15.40;8.60
12.43;10.50;15.00;8.30
12.48;9.90;14.70;7.50
12.03;9.80;14.70;8.00
11.68;10.50;14.70;10.20
11.53;11.50;14.80;11.10
11.48;12.80;15.30;12.30
11.88;14.10;15.50;13.00
12.38;15.50;15.70;13.30
12.58;16.70;15.60;16.90
12.48;17.70;15.90;17.60
12.38;18.50;16.20;17.30
12.03;19.10;16.50;15.50
11.63;19.40;15.90;14.90
11.73;19.50;15.60;14.10
11.13;19.20;14.80;14.50
11.38;18.60;14.60;13.70
11.53;17.70;14.40;13.30
11.13;16.70;14.00;13.50
10.58;15.60;13.80;13.00
10.23;13.90;13.80;13.20
10.13;12.20;13.90;13.20
9.83;10.50;13.80;13.00
9.53;9.50;13.70;12.70
9.88;8.40;13.60;11.40
9.53;7.80;13.50;11.00
9.43;7.40;13.40;10.40
9.48;7.30;13.20;10.80
9.38;7.80;13.00;11.30
9.48;8.60;13.20;11.80
9.93;9.60;13.70;12.50
11.03;10.70;14.20;13.60
12.28;11.80;14.80;13.80
13.23;12.80;15.70;14.60
13.73;13.70;16.00;14.80
14.18;14.50;16.10;14.50
14.23;15.00;17.20;14.20
14.33;15.30;16.70;14.60
14.28;15.40;17.10;14.00
13.88;15.30;17.20;14.40
13.58;14.80;17.60;13.20
12.73;14.10;16.20;12.50
11.48;13.20;14.50;12.50
10.53;12.40;13.30;12.50
9.83;11.50;12.40;12.20
9.18;10.60;11.30;11.80
8.68;9.70;10.60;11.80
8.48;9.30;10.90;11.60
7.98;8.90;10.00;11.30
7.73;8.70;9.90;11.00
7.43;8.50;10.10;10.80
6.78;8.50;9.80;10.40
6.88;8.80;10.30;10.30
8.53;9.00;10.20;10.70
10.78;9.90;10.90;11.10
11.93;11.00;12.20;11.60
13.28;12.00;13.60;12.30
14.93;12.70;15.60;13.10
15.93;13.30;17.00;13.20
16.73;13.60;18.20;13.60
17.48;13.90;18.70;14.40
18.13;14.10;20.20;13.50
18.18;14.30;19.90;13.50
17.63;14.40;19.30;13.40
17.23;14.30;17.00;13.50
16.08;13.90;16.60;13.10
14.23;13.30;16.10;11.10
13.03;13.00;15.60;11.30
12.23;12.70;14.10;11.40
11.33;12.40;13.50;11.00
10.93;12.00;12.80;9.00
10.48;12.10;12.70;9.70
10.13;12.10;12.30;9.90
9.88;12.20;12.10;8.50
9.88;12.20;12.10;9.90
9.68;12.20;11.90;10.20
9.93;12.20;12.00;10.50
11.38;12.30;12.00;11.40
13.33;12.20;12.30;12.00
14.83;12.80;12.50;13.40
15.88;13.00;12.50;14.80
17.18;13.20;12.70;14.40
18.38;13.30;13.70;15.60
19.28;13.40;14.70;14.90
19.93;14.70;15.00;14.30
20.68;15.60;16.00;13.20
20.98;16.20;16.20;13.10
20.73;16.60;15.80;12.60
20.28;16.70;15.00;11.80
18.73;16.50;14.60;11.50
16.48;16.20;13.60;10.90
15.38;15.90;12.90;10.60
14.58;15.70;12.40;10.50
13.43;15.50;10.70;10.70
13.18;15.20;10.60;10.60
13.08;14.80;11.10;10.50
12.88;14.30;10.80;10.30
12.48;14.10;11.20;10.00
11.83;14.00;11.00;8.20
10.98;14.00;11.20;9.30
11.03;14.50;10.40;9.30
12.28;14.70;12.20;9.90
13.98;14.80;13.60;10.30
15.48;15.20;14.50;10.70
16.83;15.50;15.40;11.40
17.98;16.10;17.00;11.40
19.23;15.90;18.10;11.40
20.18;16.50;18.60;12.00
20.08;17.10;18.70;12.20
20.43;17.80;20.10;12.30
20.48;18.20;19.60;12.10
20.63;18.70;19.70;12.00
19.48;18.90;18.50;12.00
17.78;18.80;18.00;12.00
15.73;18.40;16.90;11.40
15.03;17.50;16.40;11.00
14.58;16.70;15.80;10.40
13.28;15.80;15.00;10.20
12.48;15.00;14.80;9.80
12.23;14.10;14.10;9.60
12.03;13.20;14.20;9.20
11.73;12.70;13.80;9.20
11.63;12.40;13.50;8.70
11.13;12.30;13.60;7.30
11.23;12.40;13.80;8.30
11.78;12.50;13.90;10.10
13.03;12.70;14.10;10.10
14.33;13.00;14.80;11.40
15.53;13.20;16.10;11.70
16.63;13.40;16.90;12.20
18.08;13.60;16.90;12.30
18.73;13.70;18.80;12.70
18.68;13.80;18.40;13.00
19.38;13.80;18.90;13.20
19.68;13.70;17.80;12.30
19.38;13.70;19.90;12.60
18.53;13.40;18.50;13.00
17.23;13.00;18.10;12.10
15.68;12.90;17.40;10.00
14.68;12.00;16.70;10.10
13.78;12.30;15.10;9.20
12.63;11.90;14.30;9.10
12.13;11.50;14.50;6.70
11.78;11.50;14.20;7.30
11.38;11.40;13.40;6.30
11.13;11.40;13.40;6.40
10.93;11.40;13.50;4.80
10.38;11.40;13.70;5.50
10.68;11.80;13.50;6.10
12.08;12.60;13.50;9.10
13.83;13.80;14.40;10.10
15.18;15.20;15.40;10.90
16.28;16.60;16.40;10.90
17.73;17.70;15.10;12.10
18.58;18.60;14.90;12.30
19.18;19.30;15.80;13.00
18.98;19.80;16.60;13.60
19.53;20.10;17.80;13.80
19.88;20.20;17.70;13.70
19.98;19.90;18.50;13.40
19.38;19.30;18.20;12.80
17.38;18.50;16.60;13.00
15.98;17.70;16.50;10.70
14.98;16.90;15.80;11.20
14.13;16.10;14.90;10.40
13.33;15.30;15.10;10.40
13.18;14.50;15.40;9.30
12.98;13.80;14.60;8.20
11.68;13.10;14.20;8.80
10.83;12.80;13.30;8.00
11.08;12.60;13.00;8.30
11.13;12.70;13.50;8.30
11.08;12.70;13.40;8.20
11.58;12.80;13.70;9.60
12.13;13.00;13.90;10.90
12.73;13.70;14.20;12.30
13.18;13.70;14.60;11.70
13.68;14.30;15.30;12.20
14.13;15.90;15.70;12.60
14.38;17.40;17.60;13.70
14.08;18.10;15.10;14.70
13.98;18.60;14.90;13.60
13.98;18.40;15.00;12.60
13.83;17.80;14.10;11.40
13.13;17.30;13.00;11.10
12.08;16.80;13.00;11.10
11.38;16.30;12.60;10.50
10.93;15.60;12.20;10.30
10.28;14.80;11.80;10.10
9.83;14.10;11.70;9.90
9.83;13.30;11.60;9.60
9.78;12.60;11.50;9.00
10.03;11.80;11.50;8.50
10.08;11.40;11.20;9.40
9.78;11.00;10.40;8.40
9.58;10.60;9.80;8.30
9.33;10.90;10.10;8.30
9.48;11.50;11.10;8.90
9.93;12.00;12.00;10.30
10.78;12.70;13.10;11.30
11.78;13.20;14.00;12.60
12.28;13.70;14.10;14.10
12.93;14.00;14.80;12.20
13.18;14.20;16.20;12.90
13.43;14.30;15.90;13.30
13.38;14.30;15.80;13.50
13.23;14.20;16.10;15.30
13.13;13.90;15.10;13.30
12.53;13.50;14.40;13.20
12.03;13.00;14.40;12.10
11.18;12.50;13.60;11.50
10.18;11.90;12.80;10.40
9.33;11.60;12.20;9.90
8.63;11.30;11.60;9.00
8.18;10.80;10.90;9.00
7.73;10.70;10.60;9.30
7.38;10.80;10.10;7.10
7.13;10.80;9.90;7.50
6.83;10.80;10.40;7.40
6.38;10.80;10.80;7.10
6.53;11.20;11.30;6.40
7.93;11.50;11.50;6.40
10.63;11.90;13.20;8.30
12.03;12.80;13.00;10.00
13.48;13.70;13.00;11.60
15.53;15.10;13.60;12.20
16.43;16.20;14.40;12.00
16.83;16.90;15.30;14.10
17.23;16.90;15.40;14.40
17.93;16.20;16.40;11.20
17.88;15.60;16.80;12.80
17.53;15.50;16.40;10.60
16.68;15.30;16.40;10.40
16.43;15.00;14.80;10.30
17.18;14.40;12.70;10.00
16.93;14.60;12.30;9.40
16.28;14.90;12.10;8.90
15.88;15.10;11.50;9.00
15.88;15.30;12.30;8.70
15.58;15.30;11.70;8.80
15.58;15.40;10.90;8.70
15.83;15.40;10.30;8.60
15.98;15.40;10.20;9.10
15.83;15.40;9.50;8.40
15.88;15.60;9.10;8.70
16.18;15.90;9.40;9.10
15.13;16.00;9.80;9.60
12.93;16.70;11.30;10.20
11.93;17.10;12.70;10.20
11.78;17.10;13.60;10.30
11.53;18.00;14.10;10.10
11.48;18.30;13.60;10.10
11.58;18.60;14.60;10.00
11.78;18.90;15.20;9.90
11.68;19.20;15.50;9.80
10.46;19.30;15.70;9.90
10.47;19.10;14.70;9.60
10.48;18.70;13.80;9.10
10.48;18.50;12.50;8.80
10.49;17.70;12.30;7.90
10.50;17.10;11.80;7.90
10.50;16.00;11.60;7.40
10.51;15.00;11.60;7.30
10.52;13.80;11.90;6.50
10.53;12.90;11.80;6.60
10.53;11.80;11.80;7.20
10.54;11.00;11.80;7.10
10.55;10.30;11.70;6.80
10.55;10.30;11.80;6.90
10.56;11.00;12.30;6.70
10.57;11.70;12.50;7.50
14.53;12.70;13.30;8.80
15.83;14.30;14.40;8.50
16.83;15.50;14.30;9.50
16.93;15.70;14.70;9.60
17.18;16.00;14.90;10.80
17.63;16.30;15.10;10.20
17.88;16.50;14.20;11.60
18.03;16.80;14.50;12.20
17.98;16.90;13.60;11.60
17.23;16.80;13.20;9.70
15.58;16.00;12.60;9.40
14.18;15.10;11.80;9.30
12.73;14.10;10.80;9.00
11.58;13.10;10.90;8.30
10.08;12.10;10.60;8.10
9.58;11.10;9.80;7.70
9.13;10.90;9.30;7.80
8.43;10.60;9.40;7.40
8.18;10.40;9.10;7.50
7.93;10.30;9.40;7.40
7.58;10.10;9.70;7.50
7.38;10.40;10.00;7.50
8.63;11.70;9.90;8.00
11.18;12.70;10.50;8.10
13.23;13.90;12.70;8.80
14.48;15.10;13.30;9.80
15.28;16.30;14.00;10.90
16.23;17.20;13.70;11.50
17.08;17.80;13.70;11.30
17.53;18.10;13.90;11.50
17.93;18.20;14.70;11.90
17.38;18.10;14.00;11.70
16.53;17.60;13.10;11.40
15.13;17.00;13.20;11.00
13.78;16.00;12.10;10.10
13.13;15.30;11.40;9.10
12.48;14.80;11.50;8.10
12.08;14.40;11.30;8.20
11.88;13.90;11.20;7.30
11.33;13.40;10.50;6.80
10.43;13.10;10.50;7.70
9.78;12.90;9.90;6.90
9.53;12.60;9.60;7.00
9.28;12.30;9.60;6.40
9.48;12.60;9.50;7.40
9.53;12.70;9.60;7.20
10.18;12.90;10.50;7.00
11.53;13.20;10.70;7.50
12.43;13.50;10.90;7.70
12.53;13.70;11.20;7.70
12.78;13.80;12.20;8.70
13.18;14.00;12.30;10.70
13.68;14.20;12.90;10.80
14.53;15.80;13.10;11.30
14.78;16.90;13.10;12.00
14.53;17.60;12.90;11.20
14.23;17.90;12.60;12.20
13.63;17.90;12.40;12.00
12.68;17.50;12.50;10.60
12.33;17.00;12.80;8.80
11.83;16.60;12.90;6.90
11.38;16.20;12.60;7.30
11.33;15.80;12.50;6.80
10.43;15.40;12.60;6.70
9.48;14.90;11.70;6.10
9.28;14.40;11.60;5.50
8.83;14.10;11.80;5.20
8.78;13.90;11.70;5.70
9.13;13.70;11.60;4.10
8.78;13.70;12.00;3.40
9.28;14.60;12.50;3.70
10.28;15.70;13.20;6.40
11.03;16.80;13.60;8.50
11.93;18.10;15.20;10.00
13.13;19.40;15.60;11.20
13.68;20.40;14.90;11.20
13.28;20.70;14.30;12.40
13.58;20.80;14.20;12.60
13.68;19.80;13.80;13.40
12.98;18.90;14.60;13.20
12.43;18.40;15.00;13.60
11.98;18.10;14.40;12.10
11.18;17.50;12.00;9.90
10.58;16.90;11.10;9.70
10.13;16.40;11.20;7.50
9.83;15.80;10.80;7.00
9.13;15.30;10.70;6.60
8.93;14.70;10.70;7.10
8.73;14.30;10.70;6.60
8.58;13.90;9.60;5.30
8.23;13.70;9.60;4.60
7.98;13.60;9.40;4.60
7.28;13.50;9.60;4.30
7.13;13.60;9.70;4.90
8.08;13.90;9.80;6.10
9.08;14.10;10.00;9.70
9.98;14.20;10.60;9.40
10.73;14.30;11.70;10.30
11.48;14.80;10.20;12.80
12.13;15.00;11.00;12.40
12.08;15.10;10.50;13.80
11.73;17.00;12.50;14.80
11.88;18.40;12.00;15.10
11.53;19.20;10.60;15.30
11.18;19.60;9.70;14.20
10.53;19.70;10.00;14.20
9.68;19.30;10.30;12.30
8.93;18.70;9.70;10.60
8.38;17.60;9.60;9.90
8.43;16.40;9.70;10.00
8.33;15.30;9.40;9.70
7.93;14.10;9.70;8.20
7.43;12.80;9.90;8.50
6.53;11.30;10.00;7.30
6.18;10.50;10.20;7.00
6.13;9.70;9.50;6.80
5.93;9.20;9.00;6.50
5.88;9.30;8.70;6.80
6.18;10.50;8.10;7.80
6.68;11.80;10.20;9.20
8.08;13.20;11.10;11.10
9.58;14.40;12.80;11.80
10.73;15.50;14.30;13.50
11.38;16.20;13.90;14.30
11.28;16.60;14.00;15.20
11.43;17.20;14.30;16.50
11.83;17.50;14.10;17.90
11.88;17.50;14.20;18.30
11.68;17.10;14.70;18.50
11.23;16.40;14.40;17.40
10.38;15.50;12.30;15.00
9.73;14.40;11.00;13.10
9.53;12.80;9.80;12.70
9.33;11.10;8.90;12.10
9.33;9.50;8.50;11.90
9.38;7.80;8.20;11.10
9.68;6.70;8.30;10.10
9.63;5.50;8.10;9.80
9.78;4.90;7.90;9.40
10.03;4.20;7.50;8.80
10.48;3.70;7.90;9.20
10.58;3.80;8.20;9.30
11.33;5.20;8.80;10.40
12.68;6.80;10.50;13.60
13.73;8.60;11.30;14.90
14.58;10.30;13.50;15.20
15.58;12.00;14.20;16.30
16.03;13.50;14.80;17.60
16.83;14.50;15.80;18.60
16.88;15.10;16.70;19.60
16.18;15.40;18.10;20.20
16.33;15.20;16.40;21.00
16.53;14.50;16.40;22.50
16.23;13.40;16.90;21.30
15.63;12.00;14.60;19.40
15.28;10.70;14.50;16.40
14.38;10.00;14.20;16.70
12.18;9.40;12.50;16.30
11.13;8.70;13.50;15.90
11.38;8.00;13.30;15.10
10.93;8.00;13.60;14.00
11.03;8.00;12.50;14.10
10.43;8.00;11.20;13.20
9.98;8.10;10.90;14.00
10.43;8.10;10.80;13.90
10.08;8.20;10.80;12.30
10.63;8.50;11.60;13.80
12.28;8.90;13.20;15.20
13.58;9.30;13.70;16.40
15.03;10.60;14.00;17.60
16.68;11.70;14.00;18.80
17.68;13.40;14.50;19.80
18.43;14.30;16.50;20.40
18.63;15.00;17.50;20.70
18.08;15.50;18.00;21.10
17.38;15.70;18.50;20.60
17.43;15.10;18.10;20.10
16.43;14.40;16.90;19.20
15.03;13.70;16.20;18.10
14.33;13.10;15.60;16.70
13.73;12.40;14.50;15.60
13.73;11.70;14.50;15.80
13.78;11.00;15.10;14.50
13.18;10.30;13.70;14.10
12.73;9.30;13.40;13.50
12.78;8.30;12.90;12.90
12.58;7.80;13.00;13.00
11.98;7.20;12.40;13.50
11.78;6.80;11.50;13.50
11.43;6.80;11.90;13.60
11.48;7.10;12.40;13.70
12.58;7.60;14.60;15.30
13.68;8.10;15.70;16.70
14.98;8.60;16.30;17.50
16.28;9.20;17.30;17.70
16.78;9.70;19.20;18.20
18.23;10.00;20.80;18.00
19.23;10.20;20.90;18.80
19.78;10.20;21.80;18.50
17.73;10.10;23.60;18.50
16.48;9.90;22.80;18.10
15.78;9.40;21.20;16.70
14.98;9.00;18.80;15.30
14.53;8.60;16.90;14.50
14.03;7.70;16.20;13.90
13.73;6.50;14.20;13.40
13.43;5.90;14.20;13.20
13.03;5.00;14.20;13.00
12.88;4.50;14.80;13.10
12.28;3.90;15.40;13.30
11.63;3.60;15.60;13.10
11.53;3.30;14.60;13.30
11.28;3.00;14.50;12.50
11.13;3.10;14.20;12.60
11.43;4.00;14.00;13.10
11.83;5.30;12.60;14.10
12.43;6.80;12.00;15.50
13.03;8.40;12.40;16.00
13.93;9.70;12.20;16.70
14.43;10.90;13.10;17.10
14.83;11.70;13.80;16.50
14.93;12.10;14.30;17.40
14.88;12.30;13.70;17.20
14.58;12.10;13.40;17.40
14.23;11.70;13.50;17.10
13.98;11.00;13.00;16.00
13.58;10.00;12.30;14.80
13.48;8.80;11.90;14.30
12.68;7.70;11.10;13.50
12.28;6.50;11.20;13.00
12.38;5.40;11.30;12.40
12.38;4.20;11.30;12.50
12.18;3.20;11.30;12.60
12.23;2.20;11.20;12.40
11.88;1.60;11.30;12.00
11.58;1.00;11.10;9.90
11.13;0.60;10.00;11.10
10.93;0.60;10.30;12.50
11.43;1.60;10.60;13.40
12.53;2.90;11.00;14.20
14.23;4.40;11.10;15.70
15.43;5.80;12.30;16.70
17.03;7.10;12.60;17.40
18.63;8.10;13.40;17.70
21.18;9.00;15.60;18.60
25.03;9.60;17.50;18.50
24.93;9.90;17.20;17.80
24.08;9.70;17.80;17.30
22.58;9.00;17.80;17.20
21.63;8.00;17.00;16.80
20.13;6.80;16.00;16.20
18.78;6.10;15.90;16.20
17.98;5.40;15.70;16.30
17.38;4.60;13.40;14.20
16.68;3.90;12.80;13.40
16.28;3.10;12.50;13.20
15.93;2.80;12.30;12.20
16.08;2.50;11.80;14.30
16.18;2.40;11.70;14.00
15.98;2.20;11.10;15.00
16.38;2.10;10.60;14.40
16.38;2.20;10.90;13.60
16.48;3.10;11.10;14.00
16.68;4.60;11.30;13.60
16.83;5.50;11.60;14.20
17.73;6.60;12.00;14.90
17.53;7.90;12.50;14.40
16.03;9.00;13.00;14.30
15.08;9.90;12.70;13.70
14.83;10.40;13.40;14.20
15.63;10.80;14.90;14.50
16.18;10.90;12.40;14.40
14.28;10.30;10.80;14.10
13.43;9.50;11.10;13.80
12.88;8.50;9.70;12.50
12.03;7.80;9.80;12.40
11.73;7.00;10.30;11.80
11.63;6.30;9.80;10.40
11.63;5.40;9.70;11.20
11.73;4.70;9.10;10.70
11.78;4.00;8.40;10.20
11.83;3.30;8.60;10.20
11.68;2.90;8.10;9.60
11.48;2.50;7.70;9.70
11.43;2.20;7.50;9.70
11.03;2.10;7.40;10.70
11.23;2.80;7.20;9.60
12.18;3.90;7.30;9.90
13.48;5.20;8.00;10.40
14.73;6.80;8.60;13.60
16.03;8.00;8.80;13.70
16.88;9.30;10.60;14.20
17.83;10.40;10.00;14.20
17.68;11.30;9.70;14.70
17.08;11.60;9.90;15.40
16.73;11.60;10.70;15.20
15.78;11.10;8.20;14.70
15.13;10.20;7.70;13.70
14.53;9.00;7.20;12.90
14.28;8.60;7.30;15.80
14.18;8.20;7.10;15.20
14.38;7.70;6.20;15.20
14.03;7.30;5.50;14.90
13.98;6.90;5.40;14.30
13.88;6.80;4.60;14.10
13.53;6.80;3.20;13.90
13.28;6.70;2.70;13.90
12.68;6.70;2.60;14.30
11.98;6.70;2.40;14.30
11.08;6.70;3.70;12.70
